Timestamp,load_kw
2023-06-05 00:00:00+00:00,40.67
2023-06-05 00:10:00+00:00,41.11
2023-06-05 00:20:00+00:00,40.39
2023-06-05 00:30:00+00:00,38.75
2023-06-05 00:40:00+00:00,40.73
2023-06-05 00:50:00+00:00,42.55
2023-06-05 01:00:00+00:00,44.239999999999995
2023-06-05 01:10:00+00:00,41.989999999999995
2023-06-05 01:20:00+00:00,37.43
2023-06-05 01:30:00+00:00,35.93
2023-06-05 01:40:00+00:00,36.41
2023-06-05 01:50:00+00:00,38.46
2023-06-05 02:00:00+00:00,37.34
2023-06-05 02:10:00+00:00,36.66
2023-06-05 02:20:00+00:00,34.91
2023-06-05 02:30:00+00:00,35.25
2023-06-05 02:40:00+00:00,34.01
2023-06-05 02:50:00+00:00,34.63
2023-06-05 03:00:00+00:00,37.25
2023-06-05 03:10:00+00:00,35.97
2023-06-05 03:20:00+00:00,34.08
2023-06-05 03:30:00+00:00,32.66
2023-06-05 03:40:00+00:00,31.22
2023-06-05 03:50:00+00:00,31.18
2023-06-05 04:00:00+00:00,32.57
2023-06-05 04:10:00+00:00,30.09
2023-06-05 04:20:00+00:00,31.61
2023-06-05 04:30:00+00:00,36.3
2023-06-05 04:40:00+00:00,33.96
2023-06-05 04:50:00+00:00,36.25
2023-06-05 05:00:00+00:00,40.65
2023-06-05 05:10:00+00:00,40.54
2023-06-05 05:20:00+00:00,50.17
2023-06-05 05:30:00+00:00,62.17
2023-06-05 05:40:00+00:00,51.95
2023-06-05 05:50:00+00:00,53.82
2023-06-05 06:00:00+00:00,61.269999999999996
2023-06-05 06:10:00+00:00,68.95
2023-06-05 06:20:00+00:00,67.66
2023-06-05 06:30:00+00:00,86.28
2023-06-05 06:40:00+00:00,66.45
2023-06-05 06:50:00+00:00,73.15
2023-06-05 07:00:00+00:00,84.0
2023-06-05 07:10:00+00:00,56.1
2023-06-05 07:20:00+00:00,50.879999999999995
2023-06-05 07:30:00+00:00,62.59
2023-06-05 07:40:00+00:00,68.79
2023-06-05 07:50:00+00:00,72.31
2023-06-05 08:00:00+00:00,78.19
2023-06-05 08:10:00+00:00,76.86
2023-06-05 08:20:00+00:00,69.44999999999999
2023-06-05 08:30:00+00:00,68.1
2023-06-05 08:40:00+00:00,63.58
2023-06-05 08:50:00+00:00,70.45
2023-06-05 09:00:00+00:00,67.69
2023-06-05 09:10:00+00:00,71.49
2023-06-05 09:20:00+00:00,75.58
2023-06-05 09:30:00+00:00,81.22
2023-06-05 09:40:00+00:00,59.96
2023-06-05 09:50:00+00:00,52.43
2023-06-05 10:00:00+00:00,55.7
2023-06-05 10:10:00+00:00,48.4
2023-06-05 10:20:00+00:00,48.65
2023-06-05 10:30:00+00:00,52.3
2023-06-05 10:40:00+00:00,61.699999999999996
2023-06-05 10:50:00+00:00,68.84
2023-06-05 11:00:00+00:00,76.33
2023-06-05 11:10:00+00:00,55.33
2023-06-05 11:20:00+00:00,65.73
2023-06-05 11:30:00+00:00,61.75
2023-06-05 11:40:00+00:00,59.84
2023-06-05 11:50:00+00:00,57.370000000000005
2023-06-05 12:00:00+00:00,85.27
2023-06-05 12:10:00+00:00,72.11
2023-06-05 12:20:00+00:00,60.29
2023-06-05 12:30:00+00:00,56.23
2023-06-05 12:40:00+00:00,52.230000000000004
2023-06-05 12:50:00+00:00,45.73
2023-06-05 13:00:00+00:00,53.28
2023-06-05 13:10:00+00:00,43.9
2023-06-05 13:20:00+00:00,40.67
2023-06-05 13:30:00+00:00,52.06
2023-06-05 13:40:00+00:00,56.97
2023-06-05 13:50:00+00:00,54.84
2023-06-05 14:00:00+00:00,51.02
2023-06-05 14:10:00+00:00,48.41
2023-06-05 14:20:00+00:00,56.71
2023-06-05 14:30:00+00:00,64.78999999999999
2023-06-05 14:40:00+00:00,54.57
2023-06-05 14:50:00+00:00,67.0
2023-06-05 15:00:00+00:00,69.79
2023-06-05 15:10:00+00:00,61.13
2023-06-05 15:20:00+00:00,62.59
2023-06-05 15:30:00+00:00,64.55
2023-06-05 15:40:00+00:00,75.25999999999999
2023-06-05 15:50:00+00:00,77.1
2023-06-05 16:00:00+00:00,74.22
2023-06-05 16:10:00+00:00,83.78999999999999
2023-06-05 16:20:00+00:00,92.27
2023-06-05 16:30:00+00:00,101.74
2023-06-05 16:40:00+00:00,94.96000000000001
2023-06-05 16:50:00+00:00,102.36
2023-06-05 17:00:00+00:00,94.91
2023-06-05 17:10:00+00:00,86.73
2023-06-05 17:20:00+00:00,85.42
2023-06-05 17:30:00+00:00,88.15
2023-06-05 17:40:00+00:00,90.62
2023-06-05 17:50:00+00:00,86.95
2023-06-05 18:00:00+00:00,69.02
2023-06-05 18:10:00+00:00,64.76
2023-06-05 18:20:00+00:00,62.629999999999995
2023-06-05 18:30:00+00:00,66.83
2023-06-05 18:40:00+00:00,81.36
2023-06-05 18:50:00+00:00,80.87
2023-06-05 19:00:00+00:00,85.38
2023-06-05 19:10:00+00:00,78.73
2023-06-05 19:20:00+00:00,77.1
2023-06-05 19:30:00+00:00,83.83
2023-06-05 19:40:00+00:00,83.4
2023-06-05 19:50:00+00:00,94.85
2023-06-05 20:00:00+00:00,93.58
2023-06-05 20:10:00+00:00,100.24000000000001
2023-06-05 20:20:00+00:00,90.26
2023-06-05 20:30:00+00:00,77.78999999999999
2023-06-05 20:40:00+00:00,78.56
2023-06-05 20:50:00+00:00,98.32
2023-06-05 21:00:00+00:00,85.25
2023-06-05 21:10:00+00:00,93.65
2023-06-05 21:20:00+00:00,87.44
2023-06-05 21:30:00+00:00,97.68
2023-06-05 21:40:00+00:00,75.53
2023-06-05 21:50:00+00:00,82.01
2023-06-05 22:00:00+00:00,76.6
2023-06-05 22:10:00+00:00,98.48
